gamma	seed	site	mass
0.6250	1	68	0
0.6250	1	69	0
0.6250	1	70	0
0.6250	1	71	0
0.6250	1	72	0
0.6250	1	73	0
0.6250	1	74	0
0.6250	1	75	0
0.6250	1	76	1
0.6250	1	77	0
0.6250	1	78	1
0.6250	1	79	0
0.6250	2	0	0
0.6250	2	1	0
0.6250	2	2	2
0.6250	2	3	2
0.6250	2	4	2
0.6250	2	5	0
0.6250	2	6	0
0.6250	2	7	0
0.6250	2	8	1
0.6250	2	9	7
0.6250	2	10	2
0.6250	2	11	4
0.6250	2	12	4
0.6250	2	13	1
0.6250	2	14	4
0.6250	2	15	7
0.6250	2	16	5
0.6250	2	17	5
0.6250	2	18	0
0.6250	2	19	6
0.6250	2	20	2
0.6250	2	21	0
0.6250	2	22	0
0.6250	2	23	2
0.6250	2	24	0
0.6250	2	25	0
0.6250	2	26	7
0.6250	2	27	7
0.6250	2	28	1
0.6250	2	29	3
0.6250	2	30	5
0.6250	2	31	3
0.6250	2	32	2
0.6250	2	33	3
0.6250	2	34	2
0.6250	2	35	0
0.6250	2	36	0
0.6250	2	37	0
0.6250	2	38	0
0.6250	2	39	0
0.6250	2	40	0
0.6250	2	41	0
0.6250	2	42	0
0.6250	2	43	6
0.6250	2	44	6
0.6250	2	45	6
0.6250	2	46	0
0.6250	2	47	0
0.6250	2	48	4
0.6250	2	49	4
0.6250	2	50	9
0.6250	2	51	6
0.6250	2	52	13
0.6250	2	53	3
0.6250	2	54	11
0.6250	2	55	11
0.6250	2	56	8
0.6250	2	57	6
0.6250	2	58	10
0.6250	2	59	14
0.6250	2	60	9
0.6250	2	61	8
0.6250	2	62	11
0.6250	2	63	0
0.6250	2	64	0
0.6250	2	65	11
0.6250	2	66	12
0.6250	2	67	4
0.6250	2	68	11
0.6250	2	69	9
0.6250	2	70	12
0.6250	2	71	4
0.6250	2	72	6
0.6250	2	73	1
0.6250	2	74	6
0.6250	2	75	5
0.6250	2	76	7
0.6250	2	77	0
0.6250	2	78	5
0.6250	2	79	0
0.6250	3	0	0
0.6250	3	1	10
0.6250	3	2	8
0.6250	3	3	9
0.6250	3	4	10
0.6250	3	5	6
0.6250	3	6	6
0.6250	3	7	0
0.6250	3	8	5
0.6250	3	9	0
0.6250	3	10	5
0.6250	3	11	0
0.6250	3	12	16
0.6250	3	13	16
0.6250	3	14	18
0.6250	3	15	18
0.6250	3	16	13
0.6250	3	17	19
0.6250	3	18	13
0.6250	3	19	15
0.6250	3	20	16
0.6250	3	21	18
0.6250	3	22	17
0.6250	3	23	18
0.6250	3	24	19
0.6250	3	25	15
0.6250	3	26	13
0.6250	3	27	11
0.6250	3	28	16
0.6250	3	29	13
0.6250	3	30	13
0.6250	3	31	18
0.6250	3	32	16
0.6250	3	33	14
0.6250	3	34	14
0.6250	3	35	15
0.6250	3	36	16
0.6250	3	37	17
0.6250	3	38	14
0.6250	3	39	15
0.6250	3	40	11
0.6250	3	41	16
0.6250	3	42	0
0.6250	3	43	0
0.6250	3	44	16
0.6250	3	45	16
0.6250	3	46	16
0.6250	3	47	10
0.6250	3	48	14
0.6250	3	49	10
0.6250	3	50	14
0.6250	3	51	16
0.6250	3	52	21
0.6250	3	53	24
0.6250	3	54	17
0.6250	3	55	19
0.6250	3	56	9
0.6250	3	57	11
0.6250	3	58	0
0.6250	3	59	0
0.6250	3	60	0
0.6250	3	61	9
0.6250	3	62	9
0.6250	3	63	0
0.6250	3	64	9
0.6250	3	65	0
0.6250	3	66	0
0.6250	3	67	0
0.6250	3	68	0
0.6250	3	69	7
0.6250	3	70	10
0.6250	3	71	7
0.6250	3	72	0
0.6250	3	73	10
0.6250	3	74	0
0.6250	3	75	0
0.6250	3	76	0
0.6250	3	77	0
0.6250	3	78	0
0.6250	3	79	0
0.7500	1	0	0
0.7500	1	1	0
0.7500	1	2	0
0.7500	1	3	0
0.7500	1	4	0
0.7500	1	5	0
0.7500	1	6	0
0.7500	1	7	4
0.7500	1	8	0
0.7500	1	9	0
0.7500	1	10	0
0.7500	1	11	0
0.7500	1	12	0
0.7500	1	13	0
0.7500	1	14	2
0.7500	1	15	4
0.7500	1	16	2
0.7500	1	17	2
0.7500	1	18	4
0.7500	1	19	2
0.7500	1	20	2
0.7500	1	21	2
0.7500	1	22	0
0.7500	1	23	6
0.7500	1	24	0
0.7500	1	25	5
0.7500	1	26	0
0.7500	1	27	0
0.7500	1	28	0
0.7500	1	29	9
0.7500	1	30	0
0.7500	1	31	10
0.7500	1	32	0
0.7500	1	33	8
0.7500	1	34	9
0.7500	1	35	13
0.7500	1	36	9
0.7500	1	37	12
0.7500	1	38	9
0.7500	1	39	13
0.7500	1	40	9
0.7500	1	41	11
0.7500	1	42	12
0.7500	1	43	11
0.7500	1	44	0
0.7500	1	45	11
0.7500	1	46	0
0.7500	1	47	0
0.7500	1	48	16
0.7500	1	49	0
0.7500	1	50	13
0.7500	1	51	12
0.7500	1	52	10
0.7500	1	53	10
0.7500	1	54	13
0.7500	1	55	13
0.7500	1	56	11
0.7500	1	57	8
0.7500	1	58	8
0.7500	1	59	8
0.7500	1	60	12
0.7500	1	61	1
0.7500	1	62	10
0.7500	1	63	4
0.7500	1	64	4
0.7500	1	65	5
0.7500	1	66	5
0.7500	1	67	4
0.7500	1	68	0
0.7500	1	69	7
0.7500	1	70	0
0.7500	1	71	0
0.7500	1	72	0
0.7500	1	73	0
0.7500	1	74	0
0.7500	1	75	0
0.7500	1	76	0
0.7500	1	77	0
0.7500	1	78	0
0.7500	1	79	0
0.7500	2	0	1
0.7500	2	1	0
0.7500	2	2	1
0.7500	2	3	3
0.7500	2	4	1
0.7500	2	5	1
0.7500	2	6	0
0.7500	2	7	4
0.7500	2	8	0
0.7500	2	9	10
0.7500	2	10	6
0.7500	2	11	10
0.7500	2	12	10
0.7500	2	13	9
0.7500	2	14	6
0.7500	2	15	1
0.7500	2	16	10
0.7500	2	17	6
0.7500	2	18	3
0.7500	2	19	4
0.7500	2	20	6
0.7500	2	21	7
0.7500	2	22	0
0.7500	2	23	6
0.7500	2	24	0
0.7500	2	25	1
0.7500	2	26	3
0.7500	2	27	3
0.7500	2	28	6
0.7500	2	29	3
0.7500	2	30	0
0.7500	2	31	5
0.7500	2	32	0
0.7500	2	33	0
0.7500	2	34	0
0.7500	2	35	0
0.7500	2	36	0
0.7500	2	37	0
0.7500	2	38	0
0.7500	2	39	10
0.7500	2	40	0
0.7500	2	41	0
0.7500	2	42	0
0.7500	2	43	4
0.7500	2	44	10
0.7500	2	45	9
0.7500	2	46	10
0.7500	2	47	0
0.7500	2	48	4
0.7500	2	49	4
0.7500	2	50	9
0.7500	2	51	9
0.7500	2	52	7
0.7500	2	53	0
0.7500	2	54	0
0.7500	2	55	11
0.7500	2	56	0
0.7500	2	57	10
0.7500	2	58	12
0.7500	2	59	13
0.7500	2	60	12
0.7500	2	61	12
0.7500	2	62	11
0.7500	2	63	17
0.7500	2	64	8
0.7500	2	65	10
0.7500	2	66	0
0.7500	2	67	18
0.7500	2	68	10
0.7500	2	69	10
0.7500	2	70	10
0.7500	2	71	13
0.7500	2	72	0
0.7500	2	73	10
0.7500	2	74	10
0.7500	2	75	0
0.7500	2	76	7
0.7500	2	77	0
0.7500	2	78	6
0.7500	2	79	0
0.7500	3	0	0
0.7500	3	1	8
0.7500	3	2	0
0.7500	3	3	11
0.7500	3	4	5
0.7500	3	5	9
0.7500	3	6	10
0.7500	3	7	11
0.7500	3	8	16
0.7500	3	9	8
0.7500	3	10	13
0.7500	3	11	13
0.7500	3	12	14
0.7500	3	13	12
0.7500	3	14	7
0.7500	3	15	14
0.7500	3	16	16
0.7500	3	17	12
0.7500	3	18	17
0.7500	3	19	18
0.7500	3	20	11
0.7500	3	21	11
0.7500	3	22	12
0.7500	3	23	8
0.7500	3	24	16
0.7500	3	25	7
0.7500	3	26	13
0.7500	3	27	6
0.7500	3	28	8
0.7500	3	29	11
0.7500	3	30	6
0.7500	3	31	12
0.7500	3	32	10
0.7500	3	33	9
0.7500	3	34	9
0.7500	3	35	7
0.7500	3	36	18
0.7500	3	37	8
0.7500	3	38	15
0.7500	3	39	9
0.7500	3	40	0
0.7500	3	41	8
0.7500	3	42	9
0.7500	3	43	0
0.7500	3	44	6
0.7500	3	45	0
0.7500	3	46	10
0.7500	3	47	17
0.7500	3	48	5
0.7500	3	49	12
0.7500	3	50	10
0.7500	3	51	0
0.7500	3	52	9
0.7500	3	53	13
0.7500	3	54	11
0.7500	3	55	5
0.7500	3	56	8
0.7500	3	57	8
0.7500	3	58	4
0.7500	3	59	8
0.7500	3	60	6
0.7500	3	61	7
0.7500	3	62	6
0.7500	3	63	6
0.7500	3	64	13
0.7500	3	65	6
0.7500	3	66	0
0.7500	3	67	0
0.7500	3	68	0
0.7500	3	69	0
0.7500	3	70	0
0.7500	3	71	0
0.7500	3	72	0
0.7500	3	73	0
0.7500	3	74	10
0.7500	3	75	0
0.7500	3	76	0
0.7500	3	77	0
0.7500	3	78	0
0.7500	3	79	0
0.8750	1	0	0
0.8750	1	1	5
0.8750	1	2	8
0.8750	1	3	0
0.8750	1	4	4
0.8750	1	5	8
0.8750	1	6	8
0.8750	1	7	6
0.8750	1	8	4
0.8750	1	9	8
0.8750	1	10	0
0.8750	1	11	8
0.8750	1	12	0
0.8750	1	13	8
0.8750	1	14	8
0.8750	1	15	5
0.8750	1	16	7
0.8750	1	17	7
0.8750	1	18	7
0.8750	1	19	0
0.8750	1	20	14
0.8750	1	21	8
0.8750	1	22	8
0.8750	1	23	10
0.8750	1	24	0
0.8750	1	25	5
0.8750	1	26	5
0.8750	1	27	0
0.8750	1	28	1
0.8750	1	29	3
0.8750	1	30	1
0.8750	1	31	0
0.8750	1	32	11
0.8750	1	33	12
0.8750	1	34	1
0.8750	1	35	1
0.8750	1	36	10
0.8750	1	37	9
0.8750	1	38	1
0.8750	1	39	3
0.8750	1	40	1
0.8750	1	41	6
0.8750	1	42	17
0.8750	1	43	17
0.8750	1	44	4
0.8750	1	45	6
0.8750	1	46	9
0.8750	1	47	8
0.8750	1	48	9
0.8750	1	49	6
0.8750	1	50	5
0.8750	1	51	0
0.8750	1	52	4
0.8750	1	53	13
0.8750	1	54	10
0.8750	1	55	8
0.8750	1	56	9
0.8750	1	57	8
0.8750	1	58	12
0.8750	1	59	15
0.8750	1	60	0
0.8750	1	61	16
0.8750	1	62	10
0.8750	1	63	7
0.8750	1	64	14
0.8750	1	65	9
0.8750	1	66	14
0.8750	1	67	12
0.8750	1	68	9
0.8750	1	69	10
0.8750	1	70	7
0.8750	1	71	6
0.8750	1	72	7
0.8750	1	73	5
0.8750	1	74	7
0.8750	1	75	6
0.8750	1	76	13
0.8750	1	77	7
0.8750	1	78	10
0.8750	1	79	2
0.8750	2	0	0
0.8750	2	1	0
0.8750	2	2	4
0.8750	2	3	0
0.8750	2	4	0
0.8750	2	5	0
0.8750	2	6	3
0.8750	2	7	0
0.8750	2	8	3
0.8750	2	9	1
0.8750	2	10	3
0.8750	2	11	0
0.8750	2	12	3
0.8750	2	13	6
0.8750	2	14	1
0.8750	2	15	0
0.8750	2	16	0
0.8750	2	17	6
0.8750	2	18	0
0.8750	2	19	0
0.8750	2	20	1
0.8750	2	21	10
0.8750	2	22	0
0.8750	2	23	10
0.8750	2	24	10
0.8750	2	25	9
0.8750	2	26	10
0.8750	2	27	10
0.8750	2	28	0
0.8750	2	29	10
0.8750	2	30	9
0.8750	2	31	11
0.8750	2	32	9
0.8750	2	33	0
0.8750	2	34	0
0.8750	2	35	10
0.8750	2	36	11
0.8750	2	37	0
0.8750	2	38	0
0.8750	2	39	15
0.8750	2	40	0
0.8750	2	41	13
0.8750	2	42	13
0.8750	2	43	15
0.8750	2	44	16
0.8750	2	45	17
0.8750	2	46	16
0.8750	2	47	18
0.8750	2	48	16
0.8750	2	49	15
0.8750	2	50	12
0.8750	2	51	16
0.8750	2	52	0
0.8750	2	53	18
0.8750	2	54	7
0.8750	2	55	18
0.8750	2	56	0
0.8750	2	57	0
0.8750	2	58	6
0.8750	2	59	0
0.8750	2	60	20
0.8750	2	61	6
0.8750	2	62	0
0.8750	2	63	18
0.8750	2	64	17
0.8750	2	65	13
0.8750	2	66	0
0.8750	2	67	4
0.8750	2	68	0
0.8750	2	69	5
0.8750	2	70	5
0.8750	2	71	0
0.8750	2	72	0
0.8750	2	73	0
0.8750	2	74	4
0.8750	2	75	0
0.8750	2	76	0
0.8750	2	77	0
0.8750	2	78	0
0.8750	2	79	0
0.8750	3	0	0
0.8750	3	1	0
0.8750	3	2	0
0.8750	3	3	13
0.8750	3	4	10
0.8750	3	5	7
0.8750	3	6	12
0.8750	3	7	8
0.8750	3	8	12
0.8750	3	9	8
0.8750	3	10	10
0.8750	3	11	8
0.8750	3	12	10
0.8750	3	13	12
0.8750	3	14	3
0.8750	3	15	8
0.8750	3	16	15
0.8750	3	17	15
0.8750	3	18	10
0.8750	3	19	9
0.8750	3	20	15
0.8750	3	21	11
0.8750	3	22	6
0.8750	3	23	13
0.8750	3	24	19
0.8750	3	25	16
0.8750	3	26	21
0.8750	3	27	16
0.8750	3	28	8
0.8750	3	29	16
0.8750	3	30	14
0.8750	3	31	18
0.8750	3	32	11
0.8750	3	33	7
0.8750	3	34	18
0.8750	3	35	5
0.8750	3	36	10
0.8750	3	37	12
0.8750	3	38	6
0.8750	3	39	8
0.8750	3	40	16
0.8750	3	41	14
0.8750	3	42	13
0.8750	3	43	11
0.8750	3	44	11
0.8750	3	45	8
0.8750	3	46	15
0.8750	3	47	11
0.8750	3	48	12
0.8750	3	49	9
0.8750	3	50	19
0.8750	3	51	20
0.8750	3	52	21
0.8750	3	53	9
0.8750	3	54	13
0.8750	3	55	13
0.8750	3	56	12
0.8750	3	57	0
0.8750	3	58	12
0.8750	3	59	0
0.8750	3	60	0
0.8750	3	61	9
0.8750	3	62	7
0.8750	3	63	9
0.8750	3	64	9
0.8750	3	65	10
0.8750	3	66	5
0.8750	3	67	10
0.8750	3	68	8
0.8750	3	69	6
0.8750	3	70	5
0.8750	3	71	2
0.8750	3	72	5
0.8750	3	73	3
0.8750	3	74	8
0.8750	3	75	0
0.8750	3	76	0
0.8750	3	77	0
0.8750	3	78	0
0.8750	3	79	0
1.0000	1	0	0
1.0000	1	1	0
1.0000	1	2	0
1.0000	1	3	0
1.0000	1	4	0
1.0000	1	5	0
1.0000	1	6	0
1.0000	1	7	0
1.0000	1	8	0
1.0000	1	9	0
1.0000	1	10	0
1.0000	1	11	0
1.0000	1	12	0
1.0000	1	13	0
1.0000	1	14	21
1.0000	1	15	0
1.0000	1	16	16
1.0000	1	17	16
1.0000	1	18	17
1.0000	1	19	0
1.0000	1	20	20
1.0000	1	21	0
1.0000	1	22	21
1.0000	1	23	16
1.0000	1	24	21
1.0000	1	25	16
1.0000	1	26	12
1.0000	1	27	24
1.0000	1	28	13
1.0000	1	29	22
1.0000	1	30	6
1.0000	1	31	32
1.0000	1	32	0
1.0000	1	33	27
1.0000	1	34	29
1.0000	1	35	20
1.0000	1	36	30
1.0000	1	37	16
1.0000	1	38	29
1.0000	1	39	27
1.0000	1	40	20
1.0000	1	41	18
1.0000	1	42	17
1.0000	1	43	23
1.0000	1	44	21
1.0000	1	45	19
1.0000	1	46	31
1.0000	1	47	19
1.0000	1	48	25
1.0000	1	49	21
1.0000	1	50	30
1.0000	1	51	15
1.0000	1	52	16
1.0000	1	53	27
1.0000	1	54	18
1.0000	1	55	5
1.0000	1	56	31
1.0000	1	57	17
1.0000	1	58	14
1.0000	1	59	17
1.0000	1	60	12
1.0000	1	61	10
1.0000	1	62	11
1.0000	1	63	12
1.0000	1	64	0
1.0000	1	65	0
1.0000	1	66	0
1.0000	1	67	11
1.0000	1	68	17
1.0000	1	69	5
1.0000	1	70	13
1.0000	1	71	10
1.0000	1	72	0
1.0000	1	73	15
1.0000	1	74	14
1.0000	1	75	5
1.0000	1	76	19
1.0000	1	77	8
1.0000	1	78	8
1.0000	1	79	13
1.0000	2	0	0
1.0000	2	1	0
1.0000	2	2	7
1.0000	2	3	11
1.0000	2	4	15
1.0000	2	5	7
1.0000	2	6	13
1.0000	2	7	12
1.0000	2	8	7
1.0000	2	9	4
1.0000	2	10	7
1.0000	2	11	5
1.0000	2	12	3
1.0000	2	13	23
1.0000	2	14	29
1.0000	2	15	10
1.0000	2	16	17
1.0000	2	17	19
1.0000	2	18	19
1.0000	2	19	21
1.0000	2	20	21
1.0000	2	21	26
1.0000	2	22	26
1.0000	2	23	26
1.0000	2	24	23
1.0000	2	25	32
1.0000	2	26	18
1.0000	2	27	23
1.0000	2	28	28
1.0000	2	29	20
1.0000	2	30	23
1.0000	2	31	26
1.0000	2	32	23
1.0000	2	33	19
1.0000	2	34	21
1.0000	2	35	20
1.0000	2	36	14
1.0000	2	37	0
1.0000	2	38	0
1.0000	2	39	0
1.0000	2	40	18
1.0000	2	41	18
1.0000	2	42	0
1.0000	2	43	18
1.0000	2	44	18
1.0000	2	45	20
1.0000	2	46	13
1.0000	2	47	11
1.0000	2	48	21
1.0000	2	49	17
1.0000	2	50	7
1.0000	2	51	0
1.0000	2	52	15
1.0000	2	53	11
1.0000	2	54	19
1.0000	2	55	23
1.0000	2	56	4
1.0000	2	57	15
1.0000	2	58	24
1.0000	2	59	19
1.0000	2	60	11
1.0000	2	61	14
1.0000	2	62	13
1.0000	2	63	11
1.0000	2	64	14
1.0000	2	65	13
1.0000	2	66	18
1.0000	2	67	0
1.0000	2	68	3
1.0000	2	69	22
1.0000	2	70	11
1.0000	2	71	0
1.0000	2	72	7
1.0000	2	73	19
1.0000	2	74	0
1.0000	2	75	3
1.0000	2	76	8
1.0000	2	77	3
1.0000	2	78	3
1.0000	2	79	0
1.0000	3	0	0
1.0000	3	1	4
1.0000	3	2	11
1.0000	3	3	7
1.0000	3	4	6
1.0000	3	5	10
1.0000	3	6	10
1.0000	3	7	10
1.0000	3	8	7
1.0000	3	9	12
1.0000	3	10	8
1.0000	3	11	13
1.0000	3	12	8
1.0000	3	13	12
1.0000	3	14	7
1.0000	3	15	9
1.0000	3	16	8
1.0000	3	17	0
1.0000	3	18	0
1.0000	3	19	21
1.0000	3	20	14
1.0000	3	21	0
1.0000	3	22	15
1.0000	3	23	21
1.0000	3	24	9
1.0000	3	25	15
1.0000	3	26	14
1.0000	3	27	21
1.0000	3	28	31
1.0000	3	29	0
1.0000	3	30	20
1.0000	3	31	0
1.0000	3	32	27
1.0000	3	33	0
1.0000	3	34	31
1.0000	3	35	0
1.0000	3	36	19
1.0000	3	37	0
1.0000	3	38	22
1.0000	3	39	0
1.0000	3	40	22
1.0000	3	41	14
1.0000	3	42	31
1.0000	3	43	11
1.0000	3	44	4
1.0000	3	45	13
1.0000	3	46	13
1.0000	3	47	13
1.0000	3	48	16
1.0000	3	49	13
1.0000	3	50	21
1.0000	3	51	15
1.0000	3	52	21
1.0000	3	53	15
1.0000	3	54	13
1.0000	3	55	13
1.0000	3	56	9
1.0000	3	57	15
1.0000	3	58	11
1.0000	3	59	14
1.0000	3	60	14
1.0000	3	61	6
1.0000	3	62	6
1.0000	3	63	6
1.0000	3	64	8
1.0000	3	65	12
1.0000	3	66	9
1.0000	3	67	7
1.0000	3	68	9
1.0000	3	69	9
1.0000	3	70	10
1.0000	3	71	4
1.0000	3	72	9
1.0000	3	73	7
1.0000	3	74	4
1.0000	3	75	7
1.0000	3	76	4
1.0000	3	77	0
1.0000	3	78	3
1.0000	3	79	0
