active-interior_baseline	active-interior_enrichment	active-interior_fraction	boundary_baseline	boundary_enrichment	boundary_fraction	coherent_points	density	inactive-interior_baseline	inactive-interior_enrichment	inactive-interior_fraction	metric_kind	support_cells	dataset
0.365748031496063	0.6940241387324229	0.2538379625521342	0.16747216942709747	1.1180325051830609	0.1872393291330198	45076		0.46677979907683953	1.1974012359151778	0.558922708314846	tint-relation	147320	offset1
0.5676961715992398	0.3180044044057495	0.18052988293284042	0.10357045886505566	1.594337913660355	0.16512630930375846	25968		0.3287333695357046	1.990500108606501	0.6543438077634011	tint-relation	147320	two4cyc
0.7384876459408091	0.7360892527994075	0.5435928195021635	0.14000814553353244	1.5217583638373984	0.21305856647101667	23341		0.12150420852565844	2.0027998781246414	0.24334861402681976	tint-relation	147320	sigma16250374
						52000	0.627837341833285				river-density	82824	river
