gen	mean-gamma	mean-score	mean-reach	best-score	best-gamma	mean-update	best-update	mean-plastic	mean-held
0	1.0000	0.3322	11.6625	0.6397	1.0000	1.0000	1.0000	1.0000	0.0000
1	1.0000	0.2856	10.9458	0.6397	1.0000	1.0000	1.0000	0.9922	0.0078
