gen	mean-gamma	mean-score	mean-reach	best-score	best-gamma	mean-update	best-update	mean-plastic	mean-held
0	1.0000	0.3686	11.8583	0.8469	1.0000	1.0000	1.0000	1.0000	0.0000
1	1.0000	0.4336	11.2417	0.6788	1.0000	1.0000	1.0000	0.9922	0.0078
